Location,Price,Type of House,Land Area,Bedrooms,Toilets,Total Floors,Main Door Direction,Balcony Direction,Legal Documents,ID,Price_per_m2
"Phường Cô Giang, Quận 1",21.976028805727495,"Nhà hẻm, ngõ",25.1,4.0,3.0,3.0,,,Sổ hồng,bab23627-12c5-48bd-8463-11b1868b2c5c,139442231.0756972
"Phường Thới An, Quận 12",22.920490414393743,Nhà mặt tiền,92.0,4.0,3.0,1.0,,,Sổ hồng,0c393d72-0ffb-4ced-98c9-85bcc0d264cf,97826086.95652173
"Xã Xuân Thới Sơn, Huyện Hóc Môn",22.227343233944907,Nhà mặt tiền,137.0,4.0,3.0,1.0,,,Sổ hồng,be1af8cb-3ffa-45f6-a699-aebd7dc2ddec,32846715.328467153
"Phường Phú Thuận, Quận 7",23.32595552246487,Nhà mặt tiền,157.0,4.0,3.0,1.0,,,Sổ hồng,5420558d-1f21-450d-8cd2-0d74b7467207,85987261.14649682
"Phường 16, Quận 8",22.66917598614458,Nhà mặt tiền,52.0,4.0,3.0,5.0,,,Sổ hồng,5f389b66-cac2-4d65-b40d-536bdb009e04,134615384.6153846
"Thị Trấn Nhà Bè, Huyện Nhà Bè",21.870668290101413,"Nhà hẻm, ngõ",36.0,4.0,3.0,1.0,,,Sổ hồng,fb67018d-1db8-4471-90bd-b965cc8779bf,87500000.0
"Xã Tân Thạnh Tây, Huyện Củ Chi",22.216169933349278,Đất thổ cư,200.0,0.0,0.0,1.0,,,Sổ đỏ,ccd65fad-168d-4aa7-a500-fe7f800a022e,22250000.0
"Phường 7, Quận Phú Nhuận",22.875028040322153,"Nhà hẻm, ngõ",68.0,4.0,3.0,4.0,,,Sổ hồng,12aa5c8a-1546-431a-9427-793aa86ab7a5,126470588.23529412
"Huyện Bình Chánh, TP.HCM",22.428013929366653,"Đất dự án, Khu dân cư",100.0,0.0,0.0,1.0,,,Hợp đồng mua bán,c5c9480b-00ec-44d8-864b-d2346e158022,55000000.0
"Phường 11, Quận Tân Bình",22.993327738338202,"Nhà hẻm, ngõ",70.7,4.0,3.0,1.0,,,Sổ hồng,64569df8-cf01-4780-bea1-546077d1f5a2,136916548.7977369
"Quận 7, TP.HCM",22.72474583729167,Đất thổ cư,50.8,0.0,0.0,1.0,,,Sổ hồng,63e3c921-893e-4fe0-98a9-50638089808c,145669291.3385827
"Phường 4, Quận 3",24.090561666967368,Nhà mặt tiền,70.0,4.0,3.0,4.0,,,Sổ hồng,193b7b21-c726-454d-96f2-2b8630fbdbc4,414285714.28571427
"Thị Trấn Nhà Bè, Huyện Nhà Bè",22.004199682686252,"Nhà hẻm, ngõ",60.0,4.0,3.0,2.0,Đông,,Sổ hồng,e9b8f2f8-5766-417e-bf86-985ddad8f9ba,60000000.0
"Phường 7, Quận 8",23.134705334942225,"Nhà hẻm, ngõ",104.0,4.0,3.0,3.0,Đông Bắc,,Sổ hồng,e7282837-7adb-43d3-98b1-ddb12748318e,107211538.46153846
"Phường 7, Quận Gò Vấp",22.193441682276887,"Nhà hẻm, ngõ",32.0,4.0,3.0,3.0,,,Sổ hồng,5c30a3eb-3095-439f-90da-d1b769264d02,135937500.0
"Phường Tân Thuận Tây, Quận 7",22.390972657693165,"Nhà hẻm, ngõ",40.0,4.0,3.0,2.0,,,Sổ hồng,2127f847-0181-4e65-a2d1-d74a7af2b396,132500000.0
"Xã Nhơn Đức, Huyện Nhà Bè",22.29188175506859,Đất thổ cư,120.0,0.0,0.0,1.0,,,Sổ hồng,81bc396e-499f-445c-9c40-8e45f2c85246,40000000.0
"Phường Bình Thuận, Quận 7",23.85876005291904,Nhà mặt tiền,150.0,4.0,3.0,1.0,,,Giấy tờ hợp lệ,ee9fa883-9cd3-4242-a447-dc67f95e4a57,153333333.33333334
"Phường Tân Sơn Nhì, Quận Tân Phú",23.585466717933024,Nhà mặt tiền,92.0,4.0,3.0,1.0,,,Sổ hồng,f7c2c084-e83f-40ab-bf54-1516337e09cc,190217391.3043478
"Phường Bình Hưng Hòa A, Quận Bình Tân",22.10705706809881,"Nhà hẻm, ngõ",48.0,4.0,3.0,1.0,,,Sổ hồng,9772a046-f7b7-4a88-b5e4-9c0c3804fbc5,83125000.0
"Phường Hiệp Tân, Quận Tân Phú",23.585466717933024,Nhà mặt tiền,96.4,4.0,3.0,4.0,,,Sổ hồng,cf5e7fd0-71d7-44d3-ba5e-f72f54a46bf4,181535269.70954356
"Phường 2, Quận 8",23.397414486441907,Nhà mặt tiền,210.0,4.0,3.0,1.0,,,Sổ hồng,d7432b4b-74fc-437c-a74d-5aeced0fa3bf,69047619.04761904
"Thị Trấn Nhà Bè, Huyện Nhà Bè",21.547441280351357,Nhà mặt tiền,24.0,4.0,3.0,3.0,Đông Bắc,Đông Bắc,Sổ hồng,75ef6695-7802-43ab-91f3-efd13d38eb95,95000000.0
"Xã Bình Hưng, Huyện Bình Chánh",24.1244632186419,Nhà mặt tiền,200.0,4.0,3.0,4.0,,,Sổ hồng,6e8657be-3cbf-43cb-a3a3-c8d66ab71a7b,150000000.0
"Phường 11, Quận 10",23.901319667336022,"Nhà hẻm, ngõ",78.0,4.0,3.0,5.0,,,Sổ hồng,6d719d02-dd47-4c07-9fee-88976c97d077,307692307.6923077
"Phường 2, Quận 3",24.1244632186419,Nhà mặt tiền,44.1,4.0,3.0,6.0,,,Sổ hồng,bf61ba33-a587-438c-80ca-df89143807d3,680272108.8435374
"Thị Trấn Nhà Bè, Huyện Nhà Bè",22.59506801400185,"Nhà hẻm, ngõ",80.0,4.0,3.0,1.0,,,Giấy tờ hợp lệ,46591312-024d-4237-9558-bd65f126d57a,81250000.0
"Phường Phú Thọ Hòa, Quận Tân Phú",22.86333200056033,"Nhà hẻm, ngõ",68.0,4.0,3.0,3.0,,,Sổ hồng,50d454c8-1eb9-4e98-883c-ceb7c8964445,125000000.0
"Phường 8, Quận Tân Bình",22.515025306341133,Đất thổ cư,56.0,0.0,0.0,1.0,,,Đang chờ sổ,e3e89555-91aa-4ad8-a692-66e79978b5ff,107142857.14285715
"Phường Phạm Ngũ Lão, Quận 1",23.55647918106145,"Nhà hẻm, ngõ",58.7,4.0,3.0,2.0,,,Giấy tờ hợp lệ,1dd7395b-940c-48d3-b317-39602f755c6b,289608177.1720613
"Phường Bình Trị Đông, Quận Bình Tân",24.46093545525359,Nhà mặt tiền,400.0,4.0,3.0,3.0,,,Sổ hồng,b9960ad3-3538-4214-94f7-a4b4acab6fdf,105000000.0
"Huyện Nhà Bè, TP.HCM",22.513357249240713,"Đất dự án, Khu dân cư",80.0,0.0,0.0,1.0,,,Sổ hồng,ab41d3cc-ab0a-4032-be0d-f11273250a14,74875000.0
"Phường 4, Quận Tân Bình",23.526626217913552,"Nhà hẻm, ngõ",120.0,4.0,3.0,1.0,,,Sổ hồng,566f5266-1fcb-4b14-a9b2-7ef114e5d190,137500000.0
"Phường 11, Quận Gò Vấp",23.015800594187965,Nhà mặt tiền,300.0,4.0,3.0,4.0,Tây Nam,Tây Nam,Sổ hồng,f8406364-0ef0-4580-8e3d-f5b672546e5a,33000000.0
"Phường 8, Quận 10",23.28821519448487,"Nhà hẻm, ngõ",60.0,4.0,3.0,4.0,Đông Nam,Đông Nam,Sổ hồng,1f6d7433-5dc8-48a3-85a7-94280276cfdb,216666666.66666666
"Thị Trấn Nhà Bè, Huyện Nhà Bè",21.365119723645122,"Nhà hẻm, ngõ",20.0,4.0,3.0,1.0,,,Giấy tờ hợp lệ,37de326f-7cc6-4617-8faf-1ec32d5b8d5a,95000000.0
"Phường 12, Quận Gò Vấp",23.11202862627325,"Nhà hẻm, ngõ",72.0,4.0,3.0,4.0,,,Sổ hồng,c8c89bd8-f69a-40f1-920f-aade5aba41de,151388888.8888889
"Phường 12, Quận Tân Bình",23.880266258139077,Nhà mặt tiền,84.0,4.0,3.0,6.0,,,Sổ hồng,80633bb2-f8d5-4402-a1c0-2bb932cc3914,279761904.7619048
"Phường 14, Quận Tân Bình",21.4604299034016,"Nhà hẻm, ngõ",27.0,4.0,3.0,1.0,,,Sổ hồng,41aba2ed-3b9c-4ad3-a31f-9bf9094134c0,77407407.4074074
"Phường 14, Quận Tân Bình",23.19980423714793,Nhà mặt tiền,56.0,4.0,3.0,4.0,,,Sổ hồng,e45ade64-5063-43b4-9092-5d174f2878ab,212500000.0
"Phường 3, Quận Gò Vấp",22.00141803972515,"Nhà hẻm, ngõ",26.0,4.0,3.0,3.0,,,Sổ hồng,831b2275-6fc1-4aea-a07a-f45f86967bae,138076923.07692307
"Xã Thái Mỹ, Huyện Củ Chi",22.86333200056033,Đất thổ cư,1.64,0.0,0.0,1.0,Tây,,Sổ hồng,1c542ef9-1301-4c74-8db0-8e6e0f003ac1,5182926829.268293
"Phường 10, Quận Tân Bình",22.662007496666998,"Nhà hẻm, ngõ",95.0,4.0,3.0,2.0,,,Sổ hồng,fd00c7fb-ce62-4bc0-9499-d053e84b1fde,73157894.73684211
"Phường 10, Quận Tân Bình",22.515025306341133,"Nhà hẻm, ngõ",52.0,4.0,3.0,3.0,,,Sổ hồng,02c36e71-b7e9-4a69-9060-8285e068b36c,115384615.38461539
"Phường 1, Quận Bình Thạnh",22.29188175506859,"Nhà hẻm, ngõ",47.0,4.0,3.0,2.0,,,Sổ hồng,3c7f632e-1852-4600-a657-4f29dfac423f,102127659.57446809
"Phường Thạnh Lộc, Quận 12",21.305481457357732,"Nhà hẻm, ngõ",47.0,4.0,3.0,3.0,,,Sổ hồng,c2afaec2-08a7-4718-8e25-aba2329c3d6d,38085106.38297872
"Xã Bình Hưng, Huyện Bình Chánh",21.02337043013749,Đất thổ cư,100.0,0.0,0.0,1.0,,,Sổ hồng,5780d48a-6a51-416d-8422-83c3eff82178,13500000.0
"Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức",21.57768116552801,"Nhà hẻm, ngõ",68.0,4.0,3.0,5.0,,,Sổ hồng,b3ea0415-41d6-44c2-b056-b9b6f6019fce,34558823.52941176
"Phường Tân Quý, Quận Tân Phú",21.4887336795511,"Nhà hẻm, ngõ",50.0,4.0,3.0,1.0,,,Sổ hồng,84f3de0a-df40-4174-a13d-a7b25a82239f,43000000.0
"Xã Thái Mỹ, Huyện Củ Chi",21.821878125947855,"Đất nông nghiệp, kho bãi",2.813,0.0,0.0,1.0,,,Sổ hồng,37d3c649-3e1e-49d4-9adb-fe05d28b4582,1066477070.7429789
"Phường 13, Quận Tân Bình",22.73816885762201,"Nhà hẻm, ngõ",86.0,4.0,3.0,1.0,,,Sổ hồng,20265f6f-cb41-4462-8967-65acdd820d2c,87209302.3255814
"Phường Thạnh Xuân, Quận 12",21.305481457357732,"Nhà hẻm, ngõ",57.0,4.0,3.0,5.0,,,Sổ hồng,28ecba8d-ff15-48b6-8402-cc3a9cfdcbe9,31403508.771929823
"Phường 15, Quận Phú Nhuận",23.020838388217417,"Nhà hẻm, ngõ",60.0,4.0,3.0,4.0,Tây Bắc,Tây Bắc,Sổ hồng,e44cc6fc-7a54-4d25-892a-390ec7a97d28,165833333.33333334
"Phường An Lạc, Quận Bình Tân",22.440660891065136,Nhà mặt tiền,52.0,4.0,3.0,5.0,,,Sổ hồng,e82b6316-95df-4042-93dd-5017f3279021,107115384.61538461
"Phường 17, Quận Gò Vấp",23.28821519448487,"Nhà hẻm, ngõ",144.0,4.0,3.0,1.0,,,Sổ hồng,dfdf72ed-9fd5-4071-8ba0-dd2f3be9429b,90277777.77777778
"Phường An Phú Đông, Quận 12",23.81430829035018,Nhà mặt tiền,451.0,4.0,3.0,1.0,,,Sổ hồng,984c5ff8-d04b-43de-bc1e-d7bc320f2ee7,48780487.80487805
"Xã Phước Hiệp, Huyện Củ Chi",23.81430829035018,Đất thổ cư,11.077,0.0,0.0,1.0,,,Sổ đỏ,30fc730e-7910-4ed6-b177-b472b3fb0737,1986097318.7686198
"Xã Thới Tam Thôn, Huyện Hóc Môn",23.055409732279088,Đất thổ cư,1.167,0.0,0.0,1.0,,,Sổ đỏ,43c8b577-bcfb-4b0b-809a-0c041068c4ab,8826049700.08569
"Phường Tân Quý, Quận Tân Phú",22.59506801400185,"Nhà hẻm, ngõ",93.0,4.0,3.0,3.0,,,Sổ hồng,a4ec8f6c-41f8-4548-bbd8-7508e21f1910,69892473.11827958
"Phường An Lạc, Quận Bình Tân",22.08424239033842,Đất thổ cư,57.0,0.0,0.0,1.0,Bắc,,Sổ hồng,12254396-4e9a-452c-913e-c2669ce34e76,68421052.63157895
"Phường Tây Thạnh, Quận Tân Phú",21.465203182151978,"Nhà hẻm, ngõ",55.0,4.0,3.0,1.0,,,Sổ hồng,495c787a-db49-4c5c-a462-8f4bed226f11,38181818.18181818
"Phường 2, Quận Tân Bình",23.362323166633097,Nhà mặt tiền,43.0,4.0,3.0,3.0,Bắc,Bắc,Sổ hồng,74787bdf-e5e3-4ec3-9ae2-b67ed502698a,325581395.3488372
"Phường 7, Quận Gò Vấp",23.641036569084743,"Biệt thự, Villa",112.0,4.0,3.0,3.0,,,Sổ hồng,1a4f72c2-7cfd-4935-a421-372fab415d72,165178571.42857143
"Phường Tân Kiểng, Quận 7",23.397414486441907,Nhà mặt tiền,80.0,4.0,3.0,1.0,,,Sổ hồng,947b4634-ae71-470a-82d3-ffbf3528fa38,181250000.0
"Phường 6, Quận Bình Thạnh",22.547815129158746,Nhà mặt tiền,37.0,4.0,3.0,3.0,Đông Bắc,,Sổ hồng,bcf25686-bb09-4ad3-89d3-24e951ba1b01,167567567.56756756
"Phường An Phú, TP. Thủ Đức - Quận 2",22.97980699154376,"Đất dự án, Khu dân cư",80.0,0.0,0.0,1.0,Đông Nam,,Sổ đỏ,cf4809d8-a9d1-487b-8c57-ecc7c7ae4acb,119375000.0
"Phường 16, Quận Gò Vấp",21.511723197765228,"Nhà hẻm, ngõ",53.3,4.0,3.0,1.0,,,Sổ hồng,ba3ed003-43de-4473-a5b3-d8cdb5243717,41275797.373358354
"Phường Tây Thạnh, Quận Tân Phú",22.86333200056033,"Nhà hẻm, ngõ",68.6,4.0,3.0,5.0,,,Sổ hồng,96a3c286-b0f0-409c-b88c-14c6cc15259e,123906705.53935862
"Phường 10, Quận Tân Bình",23.901319667336022,"Biệt thự, Villa",180.0,4.0,3.0,2.0,,,Sổ hồng,f05dba4a-0f3b-42bd-a168-c1972afa2f05,133333333.33333333
"Phường Hiệp Tân, Quận Tân Phú",23.61363759489813,"Nhà hẻm, ngõ",159.0,4.0,3.0,6.0,,,Sổ hồng,4a510489-b4ae-4a67-804d-701cf1244357,113207547.16981132
"Phường Tân Quy, Quận 7",24.0374518416553,Nhà mặt tiền,137.5,4.0,3.0,1.0,,,Sổ hồng,4b89353d-cfd5-4281-b29e-1f39cbc5888f,200000000.0
"Phường 15, Quận 11",23.46410586093613,Nhà mặt tiền,60.0,4.0,3.0,2.0,Tây Bắc,Đông,Sổ hồng,f0ffa7b4-91d0-4c14-97d1-2fc8ebc43b1a,258333333.33333334
"Phường Tân Hưng, Quận 7",23.025850930040455,Đất thổ cư,87.0,0.0,0.0,1.0,,,Sổ hồng,a0c889c7-b361-43a4-b92e-b3aff13a83c0,114942528.73563218
"Phường Đông Hưng Thuận, Quận 12",22.26013305676073,Nhà mặt tiền,43.0,4.0,3.0,1.0,,,Sổ hồng,ec34bef9-4b39-4d3f-9937-d18932fc2338,108139534.88372093
"Phường 1, Quận Gò Vấp",23.397414486441907,Nhà mặt tiền,82.2,4.0,3.0,3.0,Tây Nam,Đông Bắc,Sổ hồng,d19928f1-a460-40d5-971f-86e75794c6a0,176399026.76399025
"Phường 4, Quận Tân Bình",23.55647918106145,"Nhà hẻm, ngõ",68.0,4.0,3.0,5.0,,,Sổ hồng,7c7339e2-5ed0-487b-b445-5d3fb145466b,250000000.0
"Phường 7, Quận Phú Nhuận",21.338451476577184,"Nhà hẻm, ngõ",28.0,4.0,3.0,1.0,,,Sổ hồng,cca8677d-ccb5-4873-85f9-f3b35cd2d89c,66071428.571428575
"Phường Bến Thành, Quận 1",24.306784775430298,Nhà mặt tiền,67.0,4.0,3.0,2.0,,,Sổ hồng,9f1fe67a-d188-491a-b34d-23f354866b79,537313432.8358209
"Phường 4, Quận Gò Vấp",21.511723197765228,"Nhà hẻm, ngõ",35.0,4.0,3.0,1.0,,,Sổ hồng,8930b130-33e7-4716-86d3-b6c7fd40d4c8,62857142.85714286
"Phường 10, Quận Tân Bình",22.079100990839326,"Nhà hẻm, ngõ",24.0,4.0,3.0,3.0,,,Sổ hồng,813ff4ed-acba-4e2e-8fd1-a0c4cc41667f,161666666.66666666
"Phường Tân Định, Quận 1",22.227343233944907,"Nhà hẻm, ngõ",25.0,4.0,3.0,2.0,,,Sổ hồng,0faf177a-c9df-4f9b-b8e9-993577c7c590,180000000.0
"Phường Bình Trị Đông, Quận Bình Tân",22.56381547050263,"Nhà hẻm, ngõ",70.0,4.0,3.0,4.0,,,Sổ hồng,4a5fd69d-2c78-48db-87dd-e71af68b23dc,90000000.0
"Phường 14, Quận Tân Bình",22.10705706809881,"Nhà hẻm, ngõ",28.0,4.0,3.0,1.0,,,Sổ hồng,6b3844f6-b9a7-4407-be38-e34516353f70,142500000.0
"Phường 14, Quận 10",23.208172486817745,"Nhà hẻm, ngõ",64.0,4.0,3.0,3.0,,,Sổ hồng,a37cd0d1-f59f-4707-821a-76066f43fcce,187500000.0
"Phường 10, Quận Tân Bình",21.734866748988527,"Nhà hẻm, ngõ",60.0,4.0,3.0,4.0,,,Sổ hồng,47cd5494-67a0-4b98-8f90-b6707a842e01,45833333.333333336
"Phường 8, Quận Phú Nhuận",23.248994481334666,"Nhà hẻm, ngõ",138.8,4.0,3.0,2.0,,,Sổ hồng,8a30eed6-8754-44a8-99c8-e8cef1196847,90057636.88760807
"Phường Đông Hưng Thuận, Quận 12",23.46410586093613,Nhà mặt tiền,160.0,4.0,3.0,1.0,,,Sổ hồng,5378a343-e4f8-4bd0-9a73-e4217d18e3fb,96875000.0
"Phường 17, Quận Gò Vấp",22.26228128529856,"Nhà hẻm, ngõ",75.3,4.0,3.0,1.0,Đông Nam,Đông Nam,Sổ hồng,47039e0e-900a-47d4-aaf1-18b2436d8f11,61885790.17264277
"Phường 9, Quận 11",22.515025306341133,"Nhà hẻm, ngõ",120.0,4.0,3.0,1.0,,,Sổ hồng,257b9c36-c882-4e3c-bd54-46626c893174,50000000.0
"Phường Nguyễn Cư Trinh, Quận 1",23.074641094205127,"Nhà hẻm, ngõ",51.0,4.0,3.0,1.0,,,Giấy tờ hợp lệ,d19ef140-9dc0-4eab-9eac-318f46104f4b,205882352.94117647
"Thị Trấn Nhà Bè, Huyện Nhà Bè",23.599369623101225,Nhà mặt tiền,159.0,4.0,3.0,1.0,,,Sổ hồng,f423a04b-38b8-4dfa-a4f1-dcc0002a0fe5,111603773.58490565
"Phường 9, Quận Tân Bình",22.53155460828961,"Nhà hẻm, ngõ",40.0,4.0,3.0,1.0,,,Sổ hồng,8baea62b-663f-449e-b465-dcae6fa3d37f,152500000.0
"Phường 5, Quận Gò Vấp",22.717966150307213,"Nhà hẻm, ngõ",60.0,4.0,3.0,2.0,,,Sổ hồng,3a4120b6-de64-4491-a392-fb9f051d2606,122500000.0
"Phường 13, Quận 10",22.312501042267073,Nhà mặt tiền,20.0,4.0,3.0,3.0,,,Sổ hồng,4225abfd-03be-4d06-9fd1-dfcb888de346,245000000.0
"Phường An Khánh, TP. Thủ Đức - Quận 2",23.942141661854613,Đất thổ cư,171.0,0.0,0.0,1.0,,,Sổ hồng,da78fe43-db01-4712-bd66-117e27f983a8,146198830.4093567
"Phường 12, Quận Phú Nhuận",23.397414486441907,"Nhà hẻm, ngõ",55.0,4.0,3.0,6.0,,,Sổ hồng,f9800efb-2269-46ea-93cd-a6da06a6a894,263636363.63636363
"Phường Tân Phong, Quận 7",22.97455763565817,Nhà mặt tiền,90.0,4.0,3.0,4.0,Đông,Đông,Sổ hồng,bf7c5dac-bc87-422d-b4c8-5fa4f9459a10,105555555.55555555
"Phường 7, Quận 10",22.73816885762201,"Nhà hẻm, ngõ",31.1,4.0,3.0,1.0,,,Sổ hồng,b604dfaf-f461-4499-a99b-b9fcfb6245cd,241157556.27009645
"Phường 6, Quận Bình Thạnh",22.66917598614458,"Nhà hẻm, ngõ",74.8,4.0,3.0,1.0,Đông,Đông,Sổ hồng,25fb4d1d-64a5-4ee7-b830-eb2ad25ecaf6,93582887.70053476
"Phường Long Phước, TP. Thủ Đức - Quận 9",21.815189137799294,Đất thổ cư,57.0,0.0,0.0,1.0,,,Sổ hồng,68028094-013c-48d6-974d-1506a7036ef4,52280701.75438596
"Phường 12, Quận Tân Bình",24.33418374961766,"Nhà hẻm, ngõ",160.0,4.0,3.0,7.0,,,Sổ hồng,2940256b-0e90-4785-a246-93e83087d864,231250000.0
"Phường 2, Quận Bình Thạnh",21.411400476185324,"Nhà hẻm, ngõ",39.0,4.0,3.0,2.0,,,Sổ hồng,fe937ead-6a6b-434c-93f5-4a50ba0e1c6c,51025641.025641024
"Xã Bình Lợi, Huyện Bình Chánh",22.97455763565817,"Đất nông nghiệp, kho bãi",3.554,0.0,0.0,1.0,,,Sổ hồng,a2b7dfa2-51bb-4e0b-8422-e7397102afec,2673044456.949916
"Phường 2, Quận Tân Bình",23.376507801624047,Nhà mặt tiền,100.0,4.0,3.0,1.0,Tây,Tây,Sổ hồng,c7199e68-d902-4cfa-85ff-4ad97e585663,142000000.0
"Phường 3, Quận Gò Vấp",21.511723197765228,"Nhà hẻm, ngõ",52.0,4.0,3.0,1.0,,,Sổ hồng,473bff0a-2589-4adb-97da-bea9e7772ded,42307692.307692304
"Phường 7 (Phường Võ Thị Sáu), Quận 3",21.416413018006356,"Nhà hẻm, ngõ",40.2,4.0,3.0,1.0,,,Sổ hồng,a15180ad-88b3-4e23-99e6-7c5c683116a3,49751243.78109452
"Phường 14, Quận Tân Bình",24.117774230491328,Nhà mặt tiền,155.0,4.0,3.0,6.0,,,Sổ hồng,19a673b4-7e2d-4333-95da-d027088ddc16,192258064.51612905
"Phường 9, Quận 3",23.32595552246487,"Nhà hẻm, ngõ",74.0,4.0,3.0,4.0,,,Sổ hồng,54909f10-d307-4689-b8c9-de5988b5e65e,182432432.43243244
"Phường 15, Quận Phú Nhuận",23.526626217913552,"Nhà hẻm, ngõ",76.0,4.0,3.0,7.0,,,Sổ đỏ,9f872add-53fe-4bd2-a964-6790be93bc04,217105263.15789473
"Phường Đông Hưng Thuận, Quận 12",21.976028805727495,"Nhà hẻm, ngõ",55.0,4.0,3.0,2.0,,,Sổ hồng,27c3381a-239b-4035-bc8a-74b71bbea4fe,63636363.63636363
"Phường Tân Quy, Quận 7",24.090561666967368,Nhà mặt tiền,180.0,4.0,3.0,1.0,,,Sổ hồng,edd088cd-8dbf-4cbc-ae3b-257374ff6344,161111111.1111111
"Phường 9, Quận Phú Nhuận",21.4887336795511,"Nhà hẻm, ngõ",69.1,4.0,3.0,1.0,,,Sổ hồng,51e2bca5-7b84-471c-8f09-270cbfbaa959,31114327.062228657
"Phường Sơn Kỳ, Quận Tân Phú",22.73816885762201,Nhà mặt tiền,64.0,4.0,3.0,2.0,Tây Nam,,Sổ hồng,e5d79ad0-27b2-4500-8e60-2dabc9f5dfec,117187500.0
"Phường Phú Thạnh, Quận Tân Phú",22.86333200056033,Nhà mặt tiền,68.0,4.0,3.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,8e671147-b586-455a-8912-5c9f074876c7,125000000.0
"Phường 16, Quận 11",21.990213440715426,"Nhà hẻm, ngõ",25.2,4.0,3.0,1.0,,,Sổ hồng,8961b657-da1f-41f3-a677-a26384ba599f,140873015.87301588
"Phường Tân Phong, Quận 7",22.59506801400185,Nhà mặt tiền,200.0,4.0,3.0,4.0,,,Sổ hồng,6f4bd565-a273-4076-bcd3-83ce2d3b0c9c,32500000.0
"Phường 26, Quận Bình Thạnh",23.667704816165482,"Nhà hẻm, ngõ",125.0,4.0,3.0,1.0,Nam,,Sổ hồng,7cd96cda-e4b4-4656-810f-ffa8a1219347,152000000.0
"Phường 10, Quận 3",23.165612872402573,"Nhà hẻm, ngõ",72.0,4.0,3.0,1.0,,,Sổ hồng,9a1aba6a-3c92-4381-b467-9190ae2bd844,159722222.2222222
"Phường 12, Quận Gò Vấp",22.86333200056033,"Nhà hẻm, ngõ",66.0,4.0,3.0,3.0,,,Sổ hồng,09609cfa-bd29-41f2-be54-9b047d0a4a1d,128787878.78787878
"Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức",21.57768116552801,"Nhà hẻm, ngõ",68.0,4.0,3.0,3.0,,,Sổ hồng,2fb2835c-17d9-4ba3-b855-78e55eddc6d5,34558823.52941176
"Xã Phước Kiển, Huyện Nhà Bè",22.942469321110103,"Đất dự án, Khu dân cư",176.2,0.0,0.0,1.0,,,Sổ đỏ,3530a297-769a-4784-a788-ea16bbc5b1cc,52213393.870601594
"Phường 12, Quận Tân Bình",23.165612872402573,"Nhà hẻm, ngõ",75.0,4.0,3.0,2.0,,,Sổ hồng,8ac0fced-fb3e-4bc2-ad21-4f310f2d19bf,153333333.33333334
"Phường 4, Quận Tân Bình",23.66242775906492,Nhà mặt tiền,70.0,4.0,3.0,1.0,Đông Bắc,Đông Bắc,Sổ hồng,73115dfd-5218-425e-b1fb-6d99891de68c,270000000.0
"Phường Tân Sơn Nhì, Quận Tân Phú",22.86333200056033,"Nhà hẻm, ngõ",60.0,4.0,3.0,2.0,,,Sổ hồng,d083ab3f-9733-4c58-aec3-951ba2a5fd6f,141666666.66666666
"Phường Tân Quý, Quận Tân Phú",22.515025306341133,"Nhà hẻm, ngõ",80.0,4.0,3.0,1.0,,,Sổ hồng,693d5003-57a6-429a-81e9-96c33329ac64,75000000.0
"Phường 15, Quận Gò Vấp",22.662007496666998,"Nhà hẻm, ngõ",100.0,4.0,3.0,3.0,,,Sổ hồng,1ed20b2e-0781-48cc-b14f-a2a2dccc566c,69500000.0
"Phường 13, Quận Tân Bình",21.556174960316298,"Nhà hẻm, ngõ",45.7,4.0,3.0,3.0,,,Sổ hồng,8149ea18-1227-4541-8943-0d923b5013e0,50328227.57111597
"Phường 13, Quận Tân Bình",24.41214529108535,Nhà mặt tiền,211.0,4.0,3.0,4.0,,,Sổ hồng,b7f99945-74b3-4287-b6f8-c5b9dde3b424,189573459.7156398
"Xã Phước Hiệp, Huyện Củ Chi",21.247994366473108,Nhà mặt tiền,251.0,4.0,3.0,1.0,Đông,Đông,Sổ hồng,2991d989-ea4f-470d-bce6-0d6863bb69eb,6733067.729083666
"Phường 12, Quận Tân Bình",22.86333200056033,"Nhà hẻm, ngõ",48.0,4.0,3.0,4.0,,,Sổ hồng,ef7a3f22-35cf-436f-b401-bbc058ddcee8,177083333.33333334
"Phường 4, Quận 4",23.248994481334666,Nhà mặt tiền,45.6,4.0,3.0,4.0,Đông Bắc,,Sổ hồng,2de5b9ad-0ef8-4acb-8d2a-b71781aaae4c,274122807.01754385
"Phường Trường Thạnh, TP. Thủ Đức - Quận 9",22.24932214065885,Đất thổ cư,92.0,0.0,0.0,1.0,,,Sổ hồng,0dc6d252-72e5-4b08-82b0-47b41a0da827,50000000.0
"Phường 13, Quận Tân Bình",22.909317113796863,Nhà mặt tiền,57.0,4.0,3.0,3.0,,,Sổ hồng,3845f1ab-7886-43f6-973c-eeb949f02a4d,156140350.87719297
"Phường 14, Quận Gò Vấp",22.717966150307213,"Nhà hẻm, ngõ",60.0,4.0,3.0,3.0,Đông Nam,Đông Nam,Sổ hồng,e326870d-62e4-42e0-afae-f473297c9078,122500000.0
