Location,Price,Type of House,Land Area,Bedrooms,Toilets,Total Floors,Main Door Direction,Balcony Direction,Legal Documents,ID,Price_per_m2
"Phường 11, Quận Tân Bình",22.993327738338202,"Nhà hẻm, ngõ",70.7,3.0,2.0,1.0,unknown,unknown,Sổ hồng,7d1e5037-8279-4588-a838-01dcf63046e0,136916548.7977369
"Phường 5, Quận Bình Thạnh",24.766317104798507,Nhà mặt tiền,296.0,5.0,4.0,1.0,unknown,unknown,Sổ hồng,06461ebf-74c1-44c3-aaf7-a41fd3fefe0a,192567567.56756756
"Quận 7, TP.HCM",22.72474583729167,Đất thổ cư,50.8,0.0,0.0,1.0,unknown,unknown,Sổ hồng,b0d702de-5a90-415d-a928-3f819aedcb7c,145669291.3385827
"Phường 4, Quận 3",24.090561666967368,Nhà mặt tiền,70.0,6.0,3.0,4.0,unknown,unknown,Sổ hồng,11b0024d-8538-4082-a720-e22ef2f7fd80,414285714.28571427
"Thị Trấn Nhà Bè, Huyện Nhà Bè",22.004199682686252,"Nhà hẻm, ngõ",60.0,2.0,1.0,2.0,Đông,unknown,Sổ hồng,9f89a4da-1206-41d6-a622-c578b4d8868c,60000000.0
"Phường 7, Quận 8",23.134705334942225,"Nhà hẻm, ngõ",104.0,3.0,3.0,3.0,Đông Bắc,unknown,Sổ hồng,398459e4-4f70-4b83-bbe5-ea3bf45cf4eb,107211538.46153846
"Phường 7, Quận Gò Vấp",22.193441682276887,"Nhà hẻm, ngõ",32.0,2.0,3.0,3.0,unknown,unknown,Sổ hồng,aa52c21d-6ff0-4fee-8a2a-1a4e209b35de,135937500.0
"Phường Tân Thuận Tây, Quận 7",22.390972657693165,"Nhà hẻm, ngõ",40.0,3.0,3.0,2.0,unknown,unknown,Sổ hồng,8118a8be-b8b1-4582-904f-5208767eda7b,132500000.0
"Xã Nhơn Đức, Huyện Nhà Bè",22.29188175506859,Đất thổ cư,120.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,552afb30-e8bc-44b1-87f4-4399d9706bf2,40000000.0
"Phường Bình Thuận, Quận 7",23.85876005291904,Nhà mặt tiền,150.0,3.0,2.0,1.0,unknown,unknown,Giấy tờ hợp lệ,d39814df-9414-4243-a256-9e79a50a1584,153333333.33333334
"Phường Tân Sơn Nhì, Quận Tân Phú",23.585466717933024,Nhà mặt tiền,92.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,d5dfc734-59c7-4e68-8588-d17a9e7fd992,190217391.3043478
"Phường Bình Hưng Hòa A, Quận Bình Tân",22.10705706809881,"Nhà hẻm, ngõ",48.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,dec83d55-ffbb-459d-9048-4019cbe08980,83125000.0
"Phường Hiệp Tân, Quận Tân Phú",23.585466717933024,Nhà mặt tiền,96.4,3.0,2.0,4.0,unknown,unknown,Sổ hồng,0786147f-7672-4f99-a885-546e316d570b,181535269.70954356
"Xã Bình Hưng, Huyện Bình Chánh",24.1244632186419,Nhà mặt tiền,200.0,6.0,7.0,4.0,unknown,unknown,Sổ hồng,53e75791-b17c-420e-8294-6d966140fb61,150000000.0
"Phường 11, Quận 10",23.901319667336022,"Nhà hẻm, ngõ",78.0,5.0,5.0,5.0,unknown,unknown,Sổ hồng,4245fb53-e6f7-4ded-83ae-806fb5dc60ac,307692307.6923077
"Phường 2, Quận 3",24.1244632186419,Nhà mặt tiền,44.1,5.0,6.0,6.0,unknown,unknown,Sổ hồng,ba41e09d-ebd1-415c-815e-b3879ca0fc28,680272108.8435374
"Phường Phú Thọ Hòa, Quận Tân Phú",22.86333200056033,"Nhà hẻm, ngõ",68.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,b1ed6aa1-7280-4184-9389-a36091c1ac65,125000000.0
"Phường 8, Quận Tân Bình",22.515025306341133,Đất thổ cư,56.0,0.0,0.0,1.0,unknown,unknown,Đang chờ sổ,0103b369-74c8-492f-8230-05b6e7b08ce9,107142857.14285715
"Phường Phạm Ngũ Lão, Quận 1",23.55647918106145,"Nhà hẻm, ngõ",58.7,3.0,2.0,2.0,unknown,unknown,Giấy tờ hợp lệ,3d35dde3-995c-4bb6-960a-c5144bd52ce3,289608177.1720613
"Phường Bình Trị Đông, Quận Bình Tân",24.46093545525359,Nhà mặt tiền,400.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,bee60d52-56e1-400b-a54f-881f6a7591ac,105000000.0
"Phường 4, Quận Tân Bình",23.526626217913552,"Nhà hẻm, ngõ",120.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,7bed0b2b-fb00-46a4-af29-39a7a815ce42,137500000.0
"Phường 11, Quận Gò Vấp",23.015800594187965,Nhà mặt tiền,300.0,5.0,6.0,4.0,Tây Nam,Tây Nam,Sổ hồng,8b3c067f-6fde-42c7-949b-e477996f9827,33000000.0
"Phường 8, Quận 10",23.28821519448487,"Nhà hẻm, ngõ",60.0,6.0,6.0,4.0,Đông Nam,Đông Nam,Sổ hồng,fc39cb88-c759-4fc4-824a-3ffc107ad48a,216666666.66666666
"Thị Trấn Nhà Bè, Huyện Nhà Bè",21.365119723645122,"Nhà hẻm, ngõ",20.0,4.0,3.0,1.0,unknown,unknown,Giấy tờ hợp lệ,b3b4f901-bdd4-4604-9727-49a234088163,95000000.0
"Phường 12, Quận Gò Vấp",23.11202862627325,"Nhà hẻm, ngõ",72.0,4.0,6.0,4.0,unknown,unknown,Sổ hồng,c0d87765-688b-4819-83df-ef976b80fedc,151388888.8888889
"Phường 12, Quận Tân Bình",23.880266258139077,Nhà mặt tiền,84.0,3.0,2.0,6.0,unknown,unknown,Sổ hồng,ed5dfd35-da04-41b4-ab2d-c543d19d7277,279761904.7619048
"Phường 14, Quận Tân Bình",21.4604299034016,"Nhà hẻm, ngõ",27.0,1.0,1.0,1.0,unknown,unknown,Sổ hồng,9c74c312-3b60-4d26-9ccd-9720b0e07632,77407407.4074074
"Phường 14, Quận Tân Bình",23.19980423714793,Nhà mặt tiền,56.0,5.0,4.0,4.0,unknown,unknown,Sổ hồng,e610533f-49a4-4a10-8470-eeab8cd9aa63,212500000.0
"Phường 3, Quận Gò Vấp",22.00141803972515,"Nhà hẻm, ngõ",26.0,2.0,2.0,3.0,unknown,unknown,Sổ hồng,947179d5-9ac5-4fb6-b502-6f264bcb48b2,138076923.07692307
"Xã Thái Mỹ, Huyện Củ Chi",22.86333200056033,Đất thổ cư,1.64,0.0,0.0,1.0,Tây,unknown,Sổ hồng,f90a3cb2-794a-42a2-bc72-2907fa5a4147,5182926829.268293
"Phường 10, Quận Tân Bình",22.662007496666998,"Nhà hẻm, ngõ",95.0,4.0,4.0,2.0,unknown,unknown,Sổ hồng,7a33f748-fde2-44ec-b3f4-d51c79c9199b,73157894.73684211
"Phường 10, Quận Tân Bình",22.515025306341133,"Nhà hẻm, ngõ",52.0,4.0,4.0,3.0,unknown,unknown,Sổ hồng,779f37aa-fcb2-4b78-827a-2a0974012fc0,115384615.38461539
"Phường 1, Quận Bình Thạnh",22.29188175506859,"Nhà hẻm, ngõ",47.0,2.0,2.0,2.0,unknown,unknown,Sổ hồng,d3a0702d-1736-4dd9-9bb9-a674f3afa7f8,102127659.57446809
"Phường Thạnh Lộc, Quận 12",21.305481457357732,"Nhà hẻm, ngõ",47.0,3.0,3.0,3.0,unknown,unknown,Sổ hồng,fa715e6e-a54c-45e4-94e4-11b7e64b69cf,38085106.38297872
"Xã Bình Hưng, Huyện Bình Chánh",21.02337043013749,Đất thổ cư,100.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,82c463cf-3278-4086-8c5d-f24d0e938371,13500000.0
"Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức",21.57768116552801,"Nhà hẻm, ngõ",68.0,4.0,5.0,5.0,unknown,unknown,Sổ hồng,68129c58-3f41-4a47-a30a-3b356c8e5d9b,34558823.52941176
"Phường Tân Quý, Quận Tân Phú",21.4887336795511,"Nhà hẻm, ngõ",50.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,78f09ff6-029e-4f65-9717-e1a35b8ef044,43000000.0
"Xã Thái Mỹ, Huyện Củ Chi",21.821878125947855,"Đất nông nghiệp, kho bãi",2.813,0.0,0.0,1.0,unknown,unknown,Sổ hồng,afe6e13a-119d-44c3-bf7e-41034352c070,1066477070.7429789
"Phường 13, Quận Tân Bình",22.73816885762201,"Nhà hẻm, ngõ",86.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,006fcede-7574-4255-afe9-b355da583ab6,87209302.3255814
"Phường Thạnh Xuân, Quận 12",21.305481457357732,"Nhà hẻm, ngõ",57.0,4.0,4.0,5.0,unknown,unknown,Sổ hồng,1d18e174-93a2-48a2-8bb7-8c85e4df4260,31403508.771929823
"Phường 15, Quận Phú Nhuận",23.020838388217417,"Nhà hẻm, ngõ",60.0,4.0,5.0,4.0,Tây Bắc,Tây Bắc,Sổ hồng,fd174372-76d4-4770-aecd-fda803e2f9e9,165833333.33333334
"Phường An Lạc, Quận Bình Tân",22.440660891065136,Nhà mặt tiền,52.0,5.0,5.0,5.0,unknown,unknown,Sổ hồng,a9bd94df-2a0f-433b-bab3-3b5bd332fa4c,107115384.61538461
"Phường 17, Quận Gò Vấp",23.28821519448487,"Nhà hẻm, ngõ",144.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,083542e6-f827-4b22-bbca-b3f78e6c8876,90277777.77777778
"Phường An Phú Đông, Quận 12",23.81430829035018,Nhà mặt tiền,451.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,5d9169aa-c211-4506-ab6a-ced4853abd0c,48780487.80487805
"Xã Phước Hiệp, Huyện Củ Chi",23.81430829035018,Đất thổ cư,11.077,0.0,0.0,1.0,unknown,unknown,Sổ đỏ,360f8026-315a-4de5-9f5c-79221b37bd1a,1986097318.7686198
"Phường Tân Quý, Quận Tân Phú",22.59506801400185,"Nhà hẻm, ngõ",93.0,4.0,4.0,3.0,unknown,unknown,Sổ hồng,e09097e0-a088-4e22-b274-f15ae53f4eff,69892473.11827958
"Phường An Lạc, Quận Bình Tân",22.08424239033842,Đất thổ cư,57.0,0.0,0.0,1.0,Bắc,unknown,Sổ hồng,47b766b4-9d0d-4c59-a304-0bf4e8cac6bc,68421052.63157895
"Phường Tây Thạnh, Quận Tân Phú",21.465203182151978,"Nhà hẻm, ngõ",55.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,251d8240-aac7-416a-8e11-26e49fcbe20a,38181818.18181818
"Phường 2, Quận Tân Bình",23.362323166633097,Nhà mặt tiền,43.0,5.0,3.0,3.0,Bắc,Bắc,Sổ hồng,b526be55-508e-48d0-ab42-f3aa254c3d34,325581395.3488372
"Phường Tân Kiểng, Quận 7",23.397414486441907,Nhà mặt tiền,80.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,ea59cf9e-9df1-4ada-bb56-cb3f1f377760,181250000.0
"Phường An Phú, TP. Thủ Đức - Quận 2",22.97980699154376,"Đất dự án, Khu dân cư",80.0,0.0,0.0,1.0,Đông Nam,unknown,Sổ đỏ,cff645ee-a3a5-4f8f-9dec-b42e302f365e,119375000.0
"Phường 16, Quận Gò Vấp",21.511723197765228,"Nhà hẻm, ngõ",53.3,4.0,3.0,1.0,unknown,unknown,Sổ hồng,9f217013-13e0-4a37-a7e7-27a24b3b327c,41275797.373358354
"Phường Tây Thạnh, Quận Tân Phú",22.86333200056033,"Nhà hẻm, ngõ",68.6,5.0,4.0,5.0,unknown,unknown,Sổ hồng,10140b79-07f8-488b-8fc8-96280e8dec3a,123906705.53935862
"Phường 10, Quận Tân Bình",23.901319667336022,"Biệt thự, Villa",180.0,3.0,3.0,2.0,unknown,unknown,Sổ hồng,8f9d471e-ea00-4743-868d-34af75d8192b,133333333.33333333
"Phường Hiệp Tân, Quận Tân Phú",23.61363759489813,"Nhà hẻm, ngõ",159.0,33.0,33.0,6.0,unknown,unknown,Sổ hồng,a24f8fbe-a144-4a12-be09-4911a04f8b3f,113207547.16981132
"Phường 15, Quận 11",23.46410586093613,Nhà mặt tiền,60.0,5.0,4.0,2.0,Tây Bắc,Đông,Sổ hồng,40f27f5f-3d0b-405c-9d19-bdcd75b72d09,258333333.33333334
"Phường Tân Hưng, Quận 7",23.025850930040455,Đất thổ cư,87.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,6d30368a-8cf3-4042-a9e5-dd520c584601,114942528.73563218
"Phường Đông Hưng Thuận, Quận 12",22.26013305676073,Nhà mặt tiền,43.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,9433c1fb-331e-4a7b-b3ad-588beb974e3b,108139534.88372093
"Phường 1, Quận Gò Vấp",23.397414486441907,Nhà mặt tiền,82.2,5.0,5.0,3.0,Tây Nam,Đông Bắc,Sổ hồng,461a298f-562b-4fa7-b309-2fdf1178e61e,176399026.76399025
"Phường 4, Quận Tân Bình",23.55647918106145,"Nhà hẻm, ngõ",68.0,5.0,7.0,5.0,unknown,unknown,Sổ hồng,808dedcb-4063-4d0b-bd1e-39ab0c0301a4,250000000.0
"Phường 7, Quận Phú Nhuận",21.338451476577184,"Nhà hẻm, ngõ",28.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,1956c384-9718-4a6c-bb0b-20774e12cace,66071428.571428575
"Phường Bến Thành, Quận 1",24.306784775430298,Nhà mặt tiền,67.0,3.0,2.0,2.0,unknown,unknown,Sổ hồng,efd886c2-9684-48eb-bc3b-7b5f97939dec,537313432.8358209
"Phường 4, Quận Gò Vấp",21.511723197765228,"Nhà hẻm, ngõ",35.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,6e34489e-20b0-491f-906d-2decebca4944,62857142.85714286
"Phường 10, Quận Tân Bình",22.079100990839326,"Nhà hẻm, ngõ",24.0,2.0,3.0,3.0,unknown,unknown,Sổ hồng,d978e59d-f6aa-4612-9d07-c0b6e78068e0,161666666.66666666
"Phường Tân Định, Quận 1",22.227343233944907,"Nhà hẻm, ngõ",25.0,2.0,2.0,2.0,unknown,unknown,Sổ hồng,1a7a1df4-35c2-476f-afd1-de7d2f66b841,180000000.0
"Phường Bình Trị Đông, Quận Bình Tân",22.56381547050263,"Nhà hẻm, ngõ",70.0,3.0,4.0,4.0,unknown,unknown,Sổ hồng,311cabff-f209-4dd4-a301-4622d5bc87b4,90000000.0
"Phường 14, Quận Tân Bình",22.10705706809881,"Nhà hẻm, ngõ",28.0,2.0,1.0,1.0,unknown,unknown,Sổ hồng,0b5359dc-97aa-4417-b756-7f5a49e2145c,142500000.0
"Phường 14, Quận 10",23.208172486817745,"Nhà hẻm, ngõ",64.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,3783f8ba-21c9-4c3e-a691-bddde849b7c8,187500000.0
"Phường 10, Quận Tân Bình",21.734866748988527,"Nhà hẻm, ngõ",60.0,4.0,4.0,4.0,unknown,unknown,Sổ hồng,bfa36401-69d5-4386-8d1a-406b5ad6e798,45833333.333333336
"Phường 8, Quận Phú Nhuận",23.248994481334666,"Nhà hẻm, ngõ",138.8,8.0,7.0,2.0,unknown,unknown,Sổ hồng,a368f961-8188-44a9-abed-b591716ee547,90057636.88760807
"Phường Đông Hưng Thuận, Quận 12",23.46410586093613,Nhà mặt tiền,160.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,208e222e-1d64-459c-bad0-03aff0ce28b3,96875000.0
"Phường 17, Quận Gò Vấp",22.26228128529856,"Nhà hẻm, ngõ",75.3,3.0,2.0,1.0,Đông Nam,Đông Nam,Sổ hồng,739f9aae-2791-4593-8f52-0bd20facdf6a,61885790.17264277
"Phường 9, Quận 11",22.515025306341133,"Nhà hẻm, ngõ",120.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,2a11820f-876a-4e76-86e7-eac44fac9b9d,50000000.0
"Phường An Phú, TP. Thủ Đức - Quận 2",24.999931955976354,Nhà mặt tiền,185.0,3.0,2.0,1.0,Đông Nam,Đông Nam,Sổ hồng,2ca13633-3de5-42ad-b878-732a91c65e62,389189189.1891892
"Phường Nguyễn Cư Trinh, Quận 1",23.074641094205127,"Nhà hẻm, ngõ",51.0,3.0,2.0,1.0,unknown,unknown,Giấy tờ hợp lệ,4df9e9df-aedb-4393-aaba-7f1b8773f367,205882352.94117647
"Phường 9, Quận Tân Bình",22.53155460828961,"Nhà hẻm, ngõ",40.0,1.0,2.0,1.0,unknown,unknown,Sổ hồng,03012927-fc91-4abc-85a7-9255aa47818d,152500000.0
"Phường 5, Quận Gò Vấp",22.717966150307213,"Nhà hẻm, ngõ",60.0,3.0,2.0,2.0,unknown,unknown,Sổ hồng,77ba54ba-0519-48a6-beab-e36d44ef6992,122500000.0
"Phường An Khánh, TP. Thủ Đức - Quận 2",23.942141661854613,Đất thổ cư,171.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,0c3ce5e3-7081-4ece-b0db-10e30a3e7b7d,146198830.4093567
"Phường 12, Quận Phú Nhuận",23.397414486441907,"Nhà hẻm, ngõ",55.0,4.0,5.0,6.0,unknown,unknown,Sổ hồng,8c09ad4b-da71-4c87-baee-d7b398b79d66,263636363.63636363
"Phường Tân Phong, Quận 7",22.97455763565817,Nhà mặt tiền,90.0,5.0,5.0,4.0,Đông,Đông,Sổ hồng,14e93526-3017-4928-a5c6-9277b0b3d1b6,105555555.55555555
"Phường 7, Quận 10",22.73816885762201,"Nhà hẻm, ngõ",31.1,3.0,4.0,1.0,unknown,unknown,Sổ hồng,b8ca48ed-0ade-492e-9a2f-9f560984145e,241157556.27009645
"Phường 6, Quận Bình Thạnh",22.66917598614458,"Nhà hẻm, ngõ",74.8,3.0,2.0,1.0,Đông,Đông,Sổ hồng,f02762ca-95ba-4494-b68e-d62763399da2,93582887.70053476
"Phường 12, Quận Tân Bình",24.33418374961766,"Nhà hẻm, ngõ",160.0,24.0,26.0,7.0,unknown,unknown,Sổ hồng,0293c4da-d0f9-4f14-9182-15d99a266427,231250000.0
"Phường 2, Quận Bình Thạnh",21.411400476185324,"Nhà hẻm, ngõ",39.0,2.0,2.0,2.0,unknown,unknown,Sổ hồng,ae65d25a-9db7-4874-a4cd-aefb7b973bc7,51025641.025641024
"Xã Bình Lợi, Huyện Bình Chánh",22.97455763565817,"Đất nông nghiệp, kho bãi",3.554,0.0,0.0,1.0,unknown,unknown,Sổ hồng,c981c8de-e9d6-4595-92cd-1dd425464279,2673044456.949916
"Phường 2, Quận Tân Bình",23.376507801624047,Nhà mặt tiền,100.0,2.0,2.0,1.0,Tây,Tây,Sổ hồng,87eac787-9142-49d5-877b-6802abb6c3e9,142000000.0
"Phường 3, Quận Gò Vấp",21.511723197765228,"Nhà hẻm, ngõ",52.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,725c88d1-dc36-4c36-84f2-630dc5bc0a9c,42307692.307692304
"Phường 7 (Phường Võ Thị Sáu), Quận 3",21.416413018006356,"Nhà hẻm, ngõ",40.2,4.0,4.0,1.0,unknown,unknown,Sổ hồng,669d494d-0396-4ab3-909f-6dd83211907e,49751243.78109452
"Phường 14, Quận Tân Bình",24.117774230491328,Nhà mặt tiền,155.0,32.0,2.0,6.0,unknown,unknown,Sổ hồng,a5bce733-d51e-47d5-830e-21add5ea9bc8,192258064.51612905
"Phường 9, Quận 3",23.32595552246487,"Nhà hẻm, ngõ",74.0,5.0,6.0,4.0,unknown,unknown,Sổ hồng,da61005d-4a36-48ea-888d-ecfdc6c73d15,182432432.43243244
"Phường 15, Quận Phú Nhuận",23.526626217913552,"Nhà hẻm, ngõ",76.0,14.0,15.0,7.0,unknown,unknown,Sổ đỏ,032b4cd7-6110-42e4-822c-909d75a65091,217105263.15789473
"Phường Đông Hưng Thuận, Quận 12",21.976028805727495,"Nhà hẻm, ngõ",55.0,1.0,2.0,2.0,unknown,unknown,Sổ hồng,198aedf1-6101-4746-97b1-b8df99515f73,63636363.63636363
"Phường Nguyễn Thái Bình, Quận 1",24.730599022197065,Nhà mặt tiền,80.0,6.0,4.0,1.0,Đông Nam,unknown,Sổ hồng,c05ca16e-7d0c-4196-bf1d-3ba7d322eab9,687500000.0
"Phường Tân Quy, Quận 7",24.090561666967368,Nhà mặt tiền,180.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,81306e8d-e40e-4637-a637-a42a48405a13,161111111.1111111
"Phường 9, Quận Phú Nhuận",21.4887336795511,"Nhà hẻm, ngõ",69.1,4.0,3.0,1.0,unknown,unknown,Sổ hồng,914b5dea-cce4-49a5-8a8b-83fed696328a,31114327.062228657
"Phường Sơn Kỳ, Quận Tân Phú",22.73816885762201,Nhà mặt tiền,64.0,4.0,5.0,2.0,Tây Nam,unknown,Sổ hồng,d03d1f42-8b16-4cd9-9be1-7e10d4c8ae15,117187500.0
"Phường Phú Thạnh, Quận Tân Phú",22.86333200056033,Nhà mặt tiền,68.0,2.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,a465526a-bdd9-4cfe-a0b1-b4c3138d04c5,125000000.0
"Phường 16, Quận 11",21.990213440715426,"Nhà hẻm, ngõ",25.2,3.0,2.0,1.0,unknown,unknown,Sổ hồng,cf2b0d56-2508-40e0-9587-b71e2a320cf8,140873015.87301588
"Phường Tân Phong, Quận 7",22.59506801400185,Nhà mặt tiền,200.0,5.0,4.0,4.0,unknown,unknown,Sổ hồng,7171c370-ae26-49a1-94a4-743d010484a6,32500000.0
"Phường 26, Quận Bình Thạnh",23.667704816165482,"Nhà hẻm, ngõ",125.0,6.0,7.0,1.0,Nam,unknown,Sổ hồng,516e809f-168b-480a-bbfd-15c6467d2f01,152000000.0
"Phường 10, Quận 3",23.165612872402573,"Nhà hẻm, ngõ",72.0,3.0,4.0,1.0,unknown,unknown,Sổ hồng,ab672f59-3393-4ed9-8ad9-b751ba29487e,159722222.2222222
"Phường 12, Quận Gò Vấp",22.86333200056033,"Nhà hẻm, ngõ",66.0,4.0,5.0,3.0,unknown,unknown,Sổ hồng,70fb7f46-aa5b-4cc3-8ed6-3e0cf705fad2,128787878.78787878
"Phường 12, Quận Tân Bình",23.165612872402573,"Nhà hẻm, ngõ",75.0,3.0,2.0,2.0,unknown,unknown,Sổ hồng,8ba6832c-1886-499c-9ae2-6d726f654cd6,153333333.33333334
"Phường 4, Quận Tân Bình",23.66242775906492,Nhà mặt tiền,70.0,5.0,5.0,1.0,Đông Bắc,Đông Bắc,Sổ hồng,882016aa-04dd-4848-ad6a-4e6b582094fa,270000000.0
"Phường Tân Sơn Nhì, Quận Tân Phú",22.86333200056033,"Nhà hẻm, ngõ",60.0,3.0,2.0,2.0,unknown,unknown,Sổ hồng,3321b3c1-f8db-4b4e-9373-a73978dae42d,141666666.66666666
"Phường Tân Quý, Quận Tân Phú",22.515025306341133,"Nhà hẻm, ngõ",80.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,39f94d7f-4a53-4a88-8127-c7c8c43f6158,75000000.0
"Phường 15, Quận Gò Vấp",22.662007496666998,"Nhà hẻm, ngõ",100.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,d0192bed-e7aa-4ccb-92cb-ae0d99da7044,69500000.0
"Phường 13, Quận Tân Bình",21.556174960316298,"Nhà hẻm, ngõ",45.7,3.0,3.0,3.0,unknown,unknown,Sổ hồng,17d3f75a-1bff-4340-a0c9-1f3bf845fafd,50328227.57111597
"Phường 13, Quận Tân Bình",24.41214529108535,Nhà mặt tiền,211.0,20.0,20.0,4.0,unknown,unknown,Sổ hồng,baf7f78f-8a25-4312-a275-3dca80d4a9f5,189573459.7156398
"Phường 12, Quận Tân Bình",22.86333200056033,"Nhà hẻm, ngõ",48.0,3.0,4.0,4.0,unknown,unknown,Sổ hồng,98b0d39b-aef6-4988-9300-2445f33fc9a2,177083333.33333334
"Phường 4, Quận 4",23.248994481334666,Nhà mặt tiền,45.6,4.0,6.0,4.0,Đông Bắc,unknown,Sổ hồng,d1176bb6-4e65-4dd7-bf4f-d51fb38908b4,274122807.01754385
"Phường 13, Quận Tân Bình",22.909317113796863,Nhà mặt tiền,57.0,4.0,3.0,3.0,unknown,unknown,Sổ hồng,5b3b9b74-f714-4793-b511-54924b3587b0,156140350.87719297
"Phường 14, Quận Gò Vấp",22.717966150307213,"Nhà hẻm, ngõ",60.0,4.0,5.0,3.0,Đông Nam,Đông Nam,Sổ hồng,fdec073e-6e9d-4de3-9ffb-3ea697a7d6e8,122500000.0
"Xã Nhơn Đức, Huyện Nhà Bè",21.030750537429665,"Nhà hẻm, ngõ",25.0,3.0,2.0,3.0,unknown,unknown,Sổ hồng,967f0345-c53a-422b-8bfe-511125814633,54400000.0
"Xã Lê Minh Xuân, Huyện Bình Chánh",23.667704816165482,Nhà mặt tiền,600.0,4.0,4.0,1.0,Tây,Bắc,Sổ hồng,67ceffd3-a575-42f6-b018-cdb329bdf258,31666666.666666668
"Phường 12, Quận Tân Bình",22.909317113796863,Nhà mặt tiền,57.0,4.0,3.0,3.0,unknown,unknown,Sổ hồng,48b2378f-b3de-4723-8c47-6bf10b638f88,156140350.87719297
"Phường Tây Thạnh, Quận Tân Phú",21.09482939406855,"Nhà hẻm, ngõ",25.0,2.0,2.0,2.0,Đông,Đông,Sổ hồng,37887410-9b24-47f7-a866-8dbd8ccd1c06,58000000.0
"Phường 14, Quận 11",23.404287365729196,"Nhà hẻm, ngõ",95.4,3.0,2.0,3.0,unknown,unknown,Sổ hồng,717246f9-a778-4e14-bf25-e9b343358ff2,153039832.2851153
"Phường 15, Quận Tân Bình",22.667746393335193,"Nhà hẻm, ngõ",81.6,2.0,3.0,1.0,unknown,unknown,Sổ hồng,ecc14182-77f6-4bdd-9647-79c4f5e3c855,85661764.70588236
"Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức",21.961640068279536,"Nhà hẻm, ngõ",68.0,4.0,3.0,4.0,unknown,unknown,Sổ hồng,9f712ce7-e658-441b-bed6-b5b7a977a18f,50735294.11764706
"Phường Tân Quy, Quận 7",23.981362375006356,Nhà mặt tiền,200.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,9c097b47-7f20-4737-849d-2a43fde8995e,130000000.0
"Phường 5, Quận Tân Bình",21.770584831577846,"Nhà hẻm, ngõ",48.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,bc37508c-df8e-49fb-ba47-641123859639,59375000.0
"Phường Hiệp Thành, Quận 12",22.390972657693165,Nhà mặt tiền,100.0,2.0,2.0,1.0,Tây Bắc,Tây Bắc,Sổ hồng,880adb6f-ba64-4e3e-a848-80f62e25f3a8,53000000.0
"Phường Tân Thới Hòa, Quận Tân Phú",22.704267305950925,"Nhà hẻm, ngõ",80.7,10.0,10.0,3.0,Tây Nam,Tây Nam,Sổ hồng,ecff4b7c-4f7b-4a83-9ca9-6763960eb5ab,89838909.54151177
"Phường 8, Quận Tân Bình",22.683360621134526,Nhà mặt tiền,45.0,7.0,4.0,1.0,unknown,unknown,Sổ hồng,02faab9d-67e7-4334-a31b-7510fb166d3c,157777777.7777778
"Phường Bình Hưng Hòa, Quận Bình Tân",21.821878125947855,"Nhà hẻm, ngõ",42.0,3.0,3.0,1.0,Bắc,Bắc,Sổ hồng,68218cd0-62fb-4b44-9462-6d7892d31b8d,71428571.42857143
"Phường Tân Sơn Nhì, Quận Tân Phú",22.428013929366653,"Nhà hẻm, ngõ",40.0,2.0,2.0,2.0,unknown,unknown,Sổ hồng,61c37206-a5f4-4608-b029-a0fcbcd0fd34,137500000.0
"Phường 2, Quận Tân Bình",23.19980423714793,Nhà mặt tiền,50.0,4.0,4.0,1.0,unknown,unknown,Sổ hồng,ba8187cc-2a18-4a66-a4c6-4b1bfe8a1926,238000000.0
